date	close	volume	ma5	p_change
2011-04-01	0.135503170918	0.0343526880978	0.0	0.0
2011-04-06	0.126217695245	0.0361699494469	0.0	-0.65
2011-04-07	0.131773558639	0.0130530552417	0.0	1.31
2011-04-08	0.134566376811	0.0136177187814	0.0	1.38
2011-04-11	0.127920483859	0.0010491808426	0.162235128902	-1.28
2011-04-12	0.120465961537	-0.00931202542094	0.130939792759	-0.86
2011-04-13	0.139539528712	0.105529974897	0.136100544327	3.39
2011-04-14	0.162217701251	0.275394685673	0.142625825588	3.32
2011-04-15	0.171903656162	0.146358041961	0.151301531792	1.34
2011-04-18	0.172018900025	0.135762707745	0.153428423494	0.32
2011-04-19	0.185302158947	0.0914306607351	0.175864955358	-0.36
2011-04-20	0.198735092401	0.15440145101	0.183095750585	2.97
2011-04-21	0.184116110631	0.156319066564	0.183757698241	-1.13
2011-04-22	0.191974424835	0.0735502709029	0.188205079421	0.39
2011-04-25	0.177493055937	0.0336513399021	0.186069794839	-2.87
2011-04-26	0.168263109738	0.0787115593082	0.178511647635	-1.5
2011-04-27	0.175558993559	0.0268688649305	0.182457593428	-0.82
2011-04-28	0.155972333113	0.0550950944402	0.174766020646	-3.97
2011-04-29	0.16053790939	0.0228736870889	0.172113213327	1.42
2011-05-06	0.171506938649	0.21003905153	0.165725483134	1.74
2011-05-09	0.175557478675	0.0830379231004	0.168181133763	0.58
2011-05-10	0.168050448484	0.0487638015651	0.170487687549	-1.37
2011-05-11	0.167795477607	0.0436781371058	0.171563530444	-0.08
2011-05-12	0.159625255867	0.0440146864399	0.167074048402	-1.9
2011-05-13	0.155466613814	0.0400241451923	0.158972995591	0.77
2011-05-16	0.17106719474	0.0566511450457	0.164564517561	0.98
2011-05-17	0.168019682679	0.0280779462883	0.16732720731	-0.72
2011-05-18	0.143541289213	0.178344751165	0.160997233043	-3.27
2011-05-19	0.144275630223	0.0813689335377	0.157562458824	-0.31
2011-05-20	0.153579271867	0.230758224367	0.158900477746	0.84
2011-05-23	0.15651649929	0.107538215684	0.1525571211	-1.4
2011-05-24	0.152084222199	0.0205405631233	0.151106199381	-0.98
2011-05-25	0.144328555715	0.0167951437458	0.14592854942	-1.25
2011-05-26	0.124353462899	0.111733083789	0.143835460805	-4.4
2011-05-27	0.112533097268	0.0799108840901	0.138760654649	-3.75
2011-05-30	0.111709567149	0.0513902305485	0.129682401519	-0.59
2011-05-31	0.118347601547	0.0318331130359	0.123532743847	2.63
2011-06-01	0.107333587881	0.0608820269742	0.114384808179	-1.5
2011-06-02	0.100323876708	0.0415944690421	0.108323593461	-2.21
2011-06-03	0.113190396783	0.0718025465782	0.1117843349	3.01
2011-06-07	0.109039507417	0.0897287307647	0.108703182478	0.34
2011-06-08	0.106670065125	0.0276112335585	0.107458985712	-0.39
2011-06-09	0.09260394883	0.100206931484	0.104737077879	-4.24
2011-06-10	0.0903577008973	0.0709189539503	0.101789770212	-0.1
2011-06-13	0.0786125368389	0.056920914299	0.0948017578824	-2.44
2011-06-14	0.0791112217738	0.0353921268254	0.0876935074163	1.72
2011-06-15	0.0810103482787	0.0204574304315	0.0852555874375	-0.87
2011-06-16	0.0762932829706	0.0166681955959	0.0806275919682	-2.02
2011-06-17	0.0781495091889	0.0331140577425	0.0780286265144	-0.53
2011-06-20	0.0724430577739	0.0516565917584	0.0771463451364	-1.91
2011-06-21	0.0725869615421	0.0404139659483	0.0756042216044	1.08
2011-06-22	0.0722176437612	0.0288667451132	0.0752782371832	-0.43
2011-06-23	0.0840942384908	0.0862828521944	0.0769488649262	4.09
2011-06-24	0.0777589037539	0.10189764072	0.074435680373	1.45
2011-06-27	0.0759091479989	0.046947923169	0.0764410117554	0.0
2011-06-28	0.0829262067517	0.0565231995546	0.0797888281613	1.38
2011-06-29	0.0846496458785	0.0926717165262	0.0805883693804	-0.3
2011-07-01	0.080037046849	0.0766733155262	0.0821712817842	0.2
2011-07-04	0.0821376062854	0.0717275369668	0.0828982815827	2.57
2011-07-05	0.0861871176178	0.0547205258441	0.0842927065549	1.13
2011-07-06	0.0828877767004	0.0256465523234	0.0830822274012	-0.58
2011-07-07	0.0796483655494	0.0508701933172	0.0839800158064	-1.07
2011-07-08	0.0766682136355	0.0498137624347	0.0832046916575	-0.54
2011-07-11	0.083654902842	0.0459641045466	0.08569221983	1.44
2011-07-12	0.0831556292939	0.0342311080147	0.0843107437862	-1.76
2011-07-13	0.0830843838567	0.0255796947874	0.0836685060213	1.34
2011-07-14	0.0914781912326	0.0745236591949	0.0853758996191	2.16
2011-07-15	0.100173920177	0.221883873353	0.0865257049808	2.69
2011-07-18	0.09743880452	0.182594186651	0.091326859566	-0.89
2011-07-19	0.0895967766871	0.0289153932487	0.0920418683927	-2.08
2011-07-20	0.0920078978949	0.0503625382367	0.0924784895635	0.77
2011-07-21	0.0902460227381	0.0144295342306	0.0930566595592	-1.29
2011-07-22	0.0843434047175	0.0265069995528	0.0885152138721	-0.48
2011-07-25	0.07026424152	0.0681672766089	0.0853227674157	-5.85
2011-07-26	0.0606170957985	0.116720084804	0.0800972198262	-1.66
2011-07-27	0.0623703135824	0.0462029246126	0.0749251490331	1.16
2011-07-28	0.0617628782735	0.0160103631395	0.0688632219794	-0.42
2011-07-29	0.0602857689407	0.0271442049343	0.0628043734792	-0.84
2011-08-01	0.0617505057665	0.0219012740401	0.0629187183179	0.11
2011-08-02	0.0590112721055	0.0353507233727	0.0622924534803	-1.16
2011-08-03	0.0548068387074	0.0504503019135	0.0610477700401	-0.75
2011-08-04	0.052019816026	0.0976411709054	0.0582223746662	-0.21
2011-08-05	0.0476214184961	0.0507124804453	0.0558761312317	-2.79
2011-08-08	0.0503022778959	0.111461227937	0.0538390268722	-2.93
2011-08-09	0.047843060671	0.128335515882	0.0514904104787	-0.46
2011-08-10	0.0483486876316	0.0692547454133	0.0515905475435	1.03
2011-08-11	0.0537208260666	0.0749129526105	0.0514630831041	2.66
2011-08-12	0.0524980845469	0.0565326731908	0.0511767171732	0.66
2011-08-15	0.0541018942895	0.143576812204	0.0527545986787	1.15
2011-08-16	0.04999639846	0.0723866517339	0.0534329495527	-1.57
2011-08-17	0.0424258523617	0.0819484412445	0.051716123911	-1.87
2011-08-18	0.0382941585397	0.104367500325	0.0492241998834	-2.64
2011-08-19	0.0436072171253	0.0461928721999	0.0485541478189	-0.06
2011-08-22	0.0484486090202	0.0327963287235	0.0439784404564	0.46
2011-08-23	0.064936167562	0.145374090668	0.0502988753614	4.25
2011-08-24	0.0622778194786	0.0707809474042	0.0514271752706	-0.22
2011-08-25	0.0639697379479	0.0835764530162	0.0571571074304	2.48
2011-08-26	0.0662278596697	0.052395354332	0.0598914841485	0.86
2011-08-29	0.0614042088639	0.0495885793703	0.0642299676674	-2.61
2011-08-30	0.0662767966419	0.0932929153494	0.0644534683578	0.6
2011-08-31	0.0682208235484	0.0262354340404	0.064979699121	0.38
2011-09-01	0.0747052278835	0.0905580529904	0.0670918027029	0.76
2011-09-02	0.0756872965992	0.038546082642	0.0682044368448	-0.65
2011-09-05	0.0653545718312	0.0598314160869	0.0705891472704	-4.34
2011-09-06	0.0660829292894	0.0202178064312	0.0670492286317	0.34
2011-09-07	0.0753015732405	0.0354702244734	0.0721365807449	3.44
2011-09-08	0.0763889550776	0.0356502179215	0.0726049147546	-0.44
2011-09-09	0.0681918699454	0.0413507531492	0.072210696594	-2.3
2011-09-13	0.0698487598516	0.0276559840543	0.0733252098821	-0.9
2011-09-14	0.071411219885	0.0205779474722	0.0730737508398	0.85
2011-09-15	0.0677824937448	0.0350409515412	0.0695698059477	-0.34
2011-09-16	0.0746625456951	0.0443060581039	0.0682197045866	1.92
2011-09-19	0.0807853482638	0.041617192058	0.0723098273937	-0.66
2011-09-20	0.0811979969285	0.0307893448422	0.076138731377	0.11
2011-09-21	0.0861403479381	0.0840475404959	0.0792157437011	3.61
2011-09-22	0.0825653503089	0.0458030763048	0.0825304540439	-3.43
2011-09-23	0.0825339114774	0.0460790491501	0.0822714687219	-0.22
2011-09-26	0.0826367846575	0.0227120793416	0.0840242977785	-1.84
2011-09-27	0.0831567165233	0.0322892958166	0.08102318007	1.7
2011-09-28	0.0818121033783	0.0322387079059	0.0816797499561	-1.39
2011-09-29	0.0796643801009	0.0136580087778	0.0838748856871	-2.09
2011-09-30	0.0793110789619	0.00533372613446	0.0822111256024	0.0
2011-10-10	0.0702484163695	0.0286957182895	0.0806882131386	-2.77
2011-10-11	0.0762462733357	0.0250527005401	0.080505293119	0.36
2011-10-12	0.0785576427765	0.0339044327504	0.0781251173859	3.73
2011-10-13	0.0821905829817	0.0253996757535	0.0774710490177	1.77
2011-10-14	0.077362176649	0.00377946647272	0.0763571164267	-1.35
2011-10-17	0.0764784891815	0.000434983549241	0.0766573065455	0.23
2011-10-18	0.0740250465822	0.00354498738948	0.0784095820568	-3.18
2011-10-19	0.0737976443725	0.00525557811561	0.0786964608536	-0.76
2011-10-20	0.0719088701441	0.0380404295831	0.0771574305187	-2.83
2011-10-21	0.0714161731749	0.000126136568312	0.0754045719672	-1.03
2011-10-24	0.0755996822651	0.0118708151744	0.0732347595284	3.25
2011-10-25	0.0772694016797	0.0229265518924	0.0754292562189	1.9
2011-10-26	0.0728334048244	-0.00530288736124	0.0743879050733	-0.06
2011-10-27	0.0719712082263	0.0107865583567	0.0720712917687	0.47
2011-10-28	0.0681222095393	0.0300124674892	0.0720998381734	0.81
2011-10-31	0.0647251691987	0.0157247413241	0.0698120340295	-0.58
2011-11-01	0.0643933005044	0.0282414506011	0.0677647575552	-0.06
2011-11-02	0.0629341423081	0.0701678850838	0.0671129003082	0.93
2011-11-03	0.0728169103322	0.116495558366	0.0687337708381	2.07
2011-11-04	0.0728846998134	0.082836234978	0.0670540189096	1.13
2011-11-07	0.0696057685239	0.0488491832371	0.0667871612984	-1.0
2011-11-08	0.0659218286485	0.0269757465314	0.0681663577684	-1.46
2011-11-09	0.0677548237092	0.0207358586822	0.069607483858	1.37
2011-11-10	0.0641536436032	0.0207491781706	0.0692065416219	-2.48
2011-11-11	0.064841064367	0.00127804340687	0.0670288690584	0.12
2011-11-14	0.0712991400205	0.0436858870949	0.0678423479311	3.11
2011-11-15	0.0792762726917	0.0732022072854	0.0693909054645	2.18
2011-11-16	0.0820238435829	0.0702814173412	0.0755442262567	-2.68
2011-11-17	0.0764146107952	0.011301154559	0.0751042284201	-0.73
2011-11-18	0.0772125505313	0.0261542449245	0.0764641974201	-1.7
2011-11-21	0.0769645553786	0.00275170457099	0.0781999363431	-0.12
2011-11-22	0.0741130586172	0.000564176514428	0.0773940263762	-0.87
2011-11-23	0.0705324409063	0.00742255608806	0.0765326491937	-1.75
2011-11-24	0.0693809730063	0.0260165044394	0.0734771499102	0.0
2011-11-25	0.0690264662534	0.0099883203479	0.0732103436214	-1.13
2011-11-28	0.0611167685779	0.0297106546684	0.0698298714576	-1.74
2011-11-29	0.0601508781402	0.0595492591815	0.0660599852804	1.22
2011-11-30	0.0530488065846	0.0516565692929	0.0631672041699	-4.58
2011-12-01	0.046548570291	0.0682039856604	0.0572174908562	0.76
2011-12-02	0.0349267097708	0.075479483847	0.0500571819733	-4.01
2011-12-05	0.0330692574237	0.0354261754092	0.0455047729907	-2.55
2011-12-06	0.0333547270452	0.0391675937045	0.0408370637261	-0.47
2011-12-07	0.0333694463558	0.00793386274888	0.0361429530887	0.67
2011-12-08	0.0324163239302	0.00918014515614	0.0340187252349	-0.47
2011-12-09	0.0331796474571	-0.000378951164571	0.0325606212154	-0.4
2011-12-12	0.0374596463941	-0.00228556013692	0.0348633634397	0.0
2011-12-13	0.0364652509015	0.0156803451474	0.0347096457751	-2.16
2011-12-14	0.0316133698725	0.0293527527593	0.0369112745095	-3.24
2011-12-15	0.0236233681962	0.0550722226446	0.0333615553883	-3.99
2011-12-16	0.0224618627655	0.020557739999	0.0323355017481	1.71
2011-12-19	0.0136637581794	0.0257869260199	0.02601202474	-2.04
2011-12-20	0.0159279470534	0.00553355386048	0.0228258232532	0.0
2011-12-21	0.0157734659698	-0.000515835646155	0.0191007296222	-1.56
2011-12-22	0.0289738173003	0.0570868721463	0.0202731140705	3.25
2011-12-23	0.026341591214	0.0347383150531	0.0190937528458	0.73
2011-12-26	0.020639436532	0.0303923950033	0.0229137569279	-3.2
2011-12-27	0.0179279042002	0.00765899991639	0.0217146909961	-2.03
2011-12-28	0.0187334352831	0.00852680848088	0.0223607099801	0.38
2011-12-29	0.0146811922356	0.0394591918383	0.0171443694068	-0.31
2011-12-30	0.0155236380704	0.0369837062212	0.0172364046009	1.23
2012-01-04	0.0104935775657	0.0494670665167	0.0154746655406	-3.71
2012-01-05	0.00520395115372	0.0665434590691	0.0128189361111	-3.46
2012-01-06	0.00584011108826	0.0243648398597	0.0113178807067	0.57
2012-01-09	0.00692598049964	0.128214392398	0.00908188970814	3.89
2012-01-10	0.0155528470442	0.11763644982	0.00998542347989	5.92
2012-01-11	0.0104350992405	0.0619785316306	0.00770973770625	-0.96
2012-01-12	0.0109743055609	0.0526467257384	0.00995556955929	-0.52
2012-01-13	0.00408017254209	0.0588851317176	0.00839312765006	-3.88
2012-01-16	0.00601054952667	0.0185775627075	0.00819715916946	-2.02
2012-01-17	0.0137547437937	0.101432129731	0.0101306237912	7.45
2012-01-18	0.0123858548747	0.0683400850036	0.0112074384152	-2.66
2012-01-19	0.0143881633315	0.104469116931	0.0117129110047	2.05
2012-01-20	0.016777164497	0.0949650061739	0.0129898784363	2.38
2012-01-30	0.0164270015738	0.0732675441846	0.0169948879315	-2.25
2012-01-31	0.0133820102775	0.0262761601555	0.0143484446679	-0.07
2012-02-01	0.0215941499318	0.0563100239554	0.0171137252517	0.89
2012-02-02	0.019142664063	0.0521462033689	0.0177495601078	1.25
2012-02-03	0.0257982989828	0.154155586838	0.0185112772866	2.98
2012-02-06	0.0276329536202	0.148865592635	0.0208463067254	0.85
2012-02-07	0.0264748735079	0.0815032821392	0.0240340059861	-2.17
2012-02-08	0.0254682866369	0.0677092536344	0.0253899873753	2.36
2012-02-09	0.0287767720011	0.0778215897867	0.028459611211	0.63
2012-02-10	0.0242270406372	0.0627442564244	0.0263775283941	-0.56
2012-02-13	0.0253437833962	0.0850966951972	0.0256492930531	0.77
2012-02-14	0.0283076998497	0.151296071235	0.0245581133464	1.04
2012-02-15	0.0255169968326	0.0359193586497	0.024886553512	0.55
2012-02-16	0.0238066175095	0.0552553942988	0.0249110743978	-0.96
2012-02-17	0.0257225840248	0.0385267403265	0.0266137652364	0.07
2012-02-20	0.0253033141662	0.0505252101852	0.0270863917571	0.07
2012-02-21	0.0222208295815	0.0337131874496	0.0263220214757	-0.14
2012-02-22	0.0190590824356	0.069378732627	0.0238209012657	0.96
2012-02-23	0.0214072429917	0.075341646963	0.0267613332042	0.41
2012-02-24	0.0214828265799	0.096715317968	0.0233445504146	1.9
2012-02-27	0.0191237642765	0.153463708082	0.0221102130968	-0.07
