date	close	volume	ma5	p_change
2011-07-11	-0.141168000358	0.0220340422737	-0.434736242297	0.0
2011-07-12	-0.13981352882	0.112188284251	-0.433465333745	-2.47
2011-07-13	-0.1424604279	0.0106891127284	-0.433444475361	1.49
2011-07-14	-0.150460661453	-0.0130808113168	-0.434440473755	-1.76
2011-07-15	-0.159064244788	-0.0386769668214	-0.148377073163	-1.04
2011-07-18	-0.154367450921	-0.0442156212001	-0.148972589026	0.9
2011-07-19	-0.14969474817	-0.0285949370564	-0.151522053548	0.45
2011-07-20	-0.153088356579	-0.0269764523154	-0.154995720921	-0.6
2011-07-21	-0.156584922921	-0.0221810008156	-0.15539596952	-2.99
2011-07-22	-0.15864406769	-0.0252401702788	-0.156687276696	0.46
2011-07-25	-0.152894655313	-0.039329778609	-0.154150251431	-3.84
2011-07-26	-0.152225445249	-0.0327950180261	-0.154086002258	0.8
2011-07-27	-0.153496834137	-0.0357096679248	-0.1534122517	0.95
2011-07-28	-0.143012249465	-0.000281383533612	-0.15106301517	3.3
2011-07-29	-0.143426008491	-0.0214082936637	-0.149266724675	-1.06
2011-08-01	-0.13988513873	-0.0205097665035	-0.144847729369	0.92
2011-08-02	-0.139599765719	-0.0306993475921	-0.142627693562	-0.91
2011-08-03	-0.141095750358	-0.0263616854086	-0.139879465271	-0.31
2011-08-04	-0.137259176842	-0.0147834920655	-0.139605633671	2.0
2011-08-05	-0.124947375531	-0.0112639187249	-0.135723280424	1.21
2011-08-08	-0.122111625137	-0.0392751562008	-0.131916036491	-4.63
2011-08-09	-0.122961581002	-0.0423312880445	-0.128703373654	-0.16
2011-08-10	-0.120150067964	-0.0398853090477	-0.123122469896	2.51
2011-08-11	-0.121592253813	-0.0351286975808	-0.120456751738	1.83
2011-08-12	-0.126737508062	-0.0390156866996	-0.122076477385	-0.3
2011-08-15	-0.128765336976	-0.0361322216988	-0.122589261526	0.6
2011-08-16	-0.125905794858	-0.0343330587269	-0.122930420981	-0.15
2011-08-17	-0.11316715259	0.0214442508473	-0.122066096494	4.05
2011-08-18	-0.104881073852	0.00511318537995	-0.118130451024	0.14
2011-08-19	-0.105347461044	-0.017024182669	-0.1127443202	-2.01
2011-08-22	-0.103839468441	-0.0203392890577	-0.111204196802	-0.44
2011-08-23	-0.0993280947215	-0.0131324012346	-0.10255617569	2.36
2011-08-24	-0.105276639711	-0.0193819086447	-0.103820166628	-1.44
2011-08-25	-0.112044143979	-0.0397978502641	-0.104657964376	1.02
2011-08-26	-0.111711441529	-0.0209626535023	-0.107720512263	0.72
2011-08-29	-0.0954175906418	0.0180521276385	-0.104288773153	2.87
2011-08-30	-0.0950745475789	-0.00441532493124	-0.103482688851	-0.56
2011-08-31	-0.101812331259	-0.00737664146224	-0.103452197211	-2.25
2011-09-01	-0.100191548097	-0.0114786240048	-0.10111667244	-0.43
2011-09-02	-0.0961490356173	-0.0151146774796	-0.0987834445014	0.0
2011-09-05	-0.0968546640252	-0.00201781679295	-0.0974762213459	-3.61
2011-09-06	-0.0959323905182	-0.0206906113487	-0.101148935102	0.6
2011-09-07	-0.0992537609899	-0.0246346730542	-0.0969660188734	1.04
2011-09-08	-0.099574359172	-0.0204205615563	-0.0967109925175	-1.18
2011-09-09	-0.0957667876807	-0.0193540389396	-0.09552967576	0.45
